ticker,name,weight,sector,location,lon,lat
TXT,Textron Inc,0.03517,Industrials,Textron corporate headquarters,-97.168397,32.8033764
TYL,Tyler Technologies Inc,0.03517,Technology,Tyler Technologies corporate headquarters,-96.8022754,33.0657811
EMN,Eastman Chemical Co,0.03495,Basic Materials,Eastman Chemicacorporate headquarters,-82.5488179,36.5345163
RE,Everest Re Group Ltd,0.03488,Financial Services,Everest Re Group corporate headquarters,-74.5793338,40.6407993
REG,Regency Centers Corp,0.03487,Real Estate,Regency Centers corporate headquarters,-81.65882280000001,30.3258498
LKQ,LKQ Corp,0.03475,Consumer Cyclical,LKQ corporate headquarters,-87.64045899999999,41.8822757
ETFC,E*TRADE Financial Corp,0.03473,Financial Services,E*TRADE Financial corporate headquarters,-84.36506,33.8481509
EPAM,EPAM Systems Inc,0.03453,Technology,EPAM Systems corporate headquarters,-75.2996963,40.0788792
GL,Globe Life Inc,0.03449,Financial Services,Globe Life corporate headquarters,-96.72915400000001,33.171674
Y,Alleghany Corp,0.03441,Financial Services,Alleghany corporate headquarters,-79.99958219999999,40.4409177
PODD,Insulet Corp,0.03439,Healthcare,Insulet corporate headquarters,-71.422163,42.523724
PKG,Packaging Corp of America,0.03431,Consumer Cyclical,Packaging of America corporate headquarters,-87.88912810000001,42.2412537
ARMK,Aramark,0.03405,Consumer Cyclical,Aramark corporate headquarters,-75.17936050000002,39.953533
CPT,Camden Property Trust,0.03362,Real Estate,Camden Property Trust corporate headquarters,-95.436045,29.7320994
HII,Huntington Ingalls Industries Inc,0.03349,Industrials,Huntington Ingalls Industries corporate headquarters,-76.4371783,36.9882362
CMA,Comerica Inc,0.03345,Financial Services,Comerica corporate headquarters,-96.79645479999999,32.7815695
WRK,WestRock Co A,0.03333,Consumer Cyclical,WestRoccorporate headquarters,-84.3544514,33.9343834
DOCU,DocuSign Inc,0.03322,Technology,DocuSign corporate headquarters,-73.9862644,40.7423278
RGA,Reinsurance Group of America Inc,0.03321,Financial Services,Reinsurance Group of America corporate headquarters,-90.56648419999999,38.6613495
HSIC,Henry Schein Inc,0.03307,Healthcare,Henry Schein corporate headquarters,-73.4175771,40.76776539999999
NBIX,Neurocrine Biosciences Inc,0.03288,Healthcare,Neurocrine Biosciences corporate headquarters,-117.237481,32.949844
VER,VEREIT Inc Class A,0.03266,Real Estate,VEREIT corporate headquarters,-112.0317082,33.5085561
CF,CF Industries Holdings Inc,0.03254,Basic Materials,CF Industries Holdings corporate headquarters,-87.8810834,42.1626083
NRG,NRG Energy Inc,0.03249,Utilities,NRG Energy corporate headquarters,-74.6546731,40.3193925
BAH,Booz Allen Hamilton Holding Corp Class A,0.03228,Industrials,Booz Allen Hamilton Holding corporate headquarters,-77.23192329999999,38.9218202
TRMB,Trimble Inc,0.03227,Technology,Trimble corporate headquarters,-118.4334527,33.9837439
CHRW,C.H. Robinson Worldwide Inc,0.03225,Industrials,C.H. Robinson Worldwide corporate headquarters,-93.460822,44.820863
FICO,Fair Isaac Corp,0.03222,Technology,Fair Isaac corporate headquarters,-121.9186616,37.3685081
PHM,PulteGroup Inc,0.03219,Consumer Cyclical,PulteGroup corporate headquarters,-84.3680924,33.8476215
MPW,Medical Properties Trust Inc,0.03218,Real Estate,Medical Properties Trust corporate headquarters,-86.705593,33.48309800000001
JBHT,JB Hunt Transport Services Inc,0.03209,Industrials,JB Hunt Transport Services corporate headquarters,-94.1494438,36.2447313
FRT,Federal Realty Investment Trust,0.03203,Real Estate,Federal Realty Investment Trust corporate headquarters,-77.1271556,39.0611389
PKI,PerkinElmer Inc,0.03202,Healthcare,PerkinElmer corporate headquarters,-71.27364279999999,42.404359
NBL,Noble Energy Inc,0.03196,Energy,Noble Energy corporate headquarters,-104.8673043,40.4035531
WRB,WR Berkley Corp,0.03191,Financial Services,WR Berkley corporate headquarters,-73.6223224,41.018681
ABMD,Abiomed Inc,0.03177,Healthcare,Abiomed corporate headquarters,-70.9169998,42.5769634
EQH,AXA Equitable Holdings Inc,0.03172,Financial Services,AXA Equitable Holdings corporate headquarters,-73.9922199,40.7496959
NI,NiSource Inc,0.03167,Utilities,NiSource corporate headquarters,-87.325459,41.4614667
PNW,Pinnacle West Capital Corp,0.03147,Utilities,Pinnacle West Capital corporate headquarters,-112.0677898,33.4524787
DISCK,Discovery Inc C,0.03144,Communication Services,Discovery C corporate headquarters,-84.1089379,35.9152549
GWRE,Guidewire Software Inc,0.03136,Technology,Guidewire Software corporate headquarters,-75.6762911,40.0660842
ELAN,Elanco Animal Health Inc,0.03131,Healthcare,Elanco Animal Health corporate headquarters,-85.7729185,39.8223751
ALNY,Alnylam Pharmaceuticals Inc,0.03129,Healthcare,Alnylam Pharmaceuticals corporate headquarters,-71.0819609,42.36464
CCK,Crown Holdings Inc,0.03122,Consumer Cyclical,Crown Holdings corporate headquarters,-74.8833322,40.2226162
MRO,Marathon Oil Corp,0.03121,Energy,Marathon Oil corporate headquarters,-95.4718432,29.7493199
RPM,RPM International Inc,0.03116,Basic Materials,RPM International corporate headquarters,-81.8419791,41.2034166
IRM,Iron Mountain Inc,0.03108,Real Estate,Iron Mountain corporate headquarters,-71.0569908,42.3560707
MTN,Vail Resorts Inc,0.03108,Consumer Cyclical,Vail Resorts corporate headquarters,-105.1151543,39.9254988
SPR,Spirit AeroSystems Holdings Inc Class A,0.03098,Industrials,Spirit AeroSystems Holdings corporate headquarters,-97.2808584,37.6220764
DXC,DXC Technology Co,0.03096,Technology,DXC Technologcorporate headquarters,-77.22145809999999,38.92338549999999
AGNC,AGNC Investment Corp,0.03094,Real Estate,AGNC Investment corporate headquarters,-77.09568019999999,38.9837831
KSS,Kohl's Corp,0.0308,Consumer Cyclical,Kohl's corporate headquarters,-88.1233388,43.1221048
FDS,FactSet Research Systems Inc,0.0307,Financial Services,FactSet Research Systems corporate headquarters,-71.0561839,42.3584294
WTR,Aqua America Inc,0.03057,Utilities,Aqua America corporate headquarters,-75.3158227,40.0199405
SIRI,Sirius XM Holdings Inc,0.03041,Communication Services,Sirius XM Holdings corporate headquarters,-73.9820755,40.7593639
BWA,BorgWarner Inc,0.03023,Consumer Cyclical,BorgWarner corporate headquarters,-83.214131,42.6464671
LPT,Liberty Property Trust,0.03021,Real Estate,Liberty Property Trust corporate headquarters,-75.4139416,40.0778819
DOX,Amdocs Ltd,0.03013,Technology,Amdocs corporate headquarters,-96.7023552,32.9824456
NDSN,Nordson Corp,0.03011,Industrials,Nordson corporate headquarters,-82.212446,41.3907653
CSL,Carlisle Companies Inc,0.02973,Industrials,Carlisle Companies corporate headquarters,-111.9266523,33.6355322
NNN,National Retail Properties Inc,0.02943,Real Estate,National Retail Properties corporate headquarters,-81.379115,28.537234
TRGP,Targa Resources Corp,0.02942,Energy,Targa Resources corporate headquarters,-95.3663131,29.75929219999999
APA,Apache Corp,0.02942,Energy,Apache corporate headquarters,-95.4616265,29.744689
SNA,Snap-on Inc,0.02935,Industrials,Snap-on corporate headquarters,-87.84331069999999,42.5570789
TAP,Molson Coors Brewing Co B,0.02935,Consumer Defensive,Molson Coors BrewinB corporate headquarters,-104.9898183,39.7476733
MYL,Mylan NV,0.02927,Healthcare,Mylan NV corporate headquarters,-80.16454870000001,40.2732455
DVN,Devon Energy Corp,0.02914,Energy,Devon Energy corporate headquarters,-97.51930139999999,35.4671084
UGI,UGI Corp,0.029,Utilities,UGI corporate headquarters,-75.4070304,40.0885417
WHR,Whirlpool Corp,0.02896,Consumer Cyclical,Whirlpool corporate headquarters,-86.44310109999999,42.1499324
TTD,The Trade Desk Inc A,0.02892,Technology,The Trade Desk corporate headquarters,-73.98249369999999,40.7462972
BRO,Brown & Brown Inc,0.02885,Financial Services,Brown & Brown corporate headquarters,-71.4025482,41.8267718
ON,ON Semiconductor Corp,0.02883,Technology,ON Semiconductor corporate headquarters,-111.9701255,33.4636186
LII,Lennox International Inc,0.02867,Industrials,Lennox International corporate headquarters,-96.76035759999999,32.9816869
QGEN,Qiagen NV,0.02855,Healthcare,Qiagen NV corporate headquarters,NA,NA
GLPI,Gaming and Leisure Properties Inc,0.02832,Real Estate,Gaming and Leisure Properties corporate headquarters,-75.9702659,40.3514501
OHI,Omega Healthcare Investors Inc,0.02822,Real Estate,Omega Healthcare Investors corporate headquarters,-76.66596229999999,39.5001176
FWONK,Liberty Formula One Group C,0.0282,Communication Services,Liberty Formula One Group C corporate headquarters,NA,NA
KIM,Kimco Realty Corp,0.02817,Real Estate,Kimco Realty corporate headquarters,-73.5344886,40.7906395
NOV,National Oilwell Varco Inc,0.02813,Energy,National Oilwell Varco corporate headquarters,-95.5544747,29.6915188
DVA,DaVita Inc,0.02807,Healthcare,DaVita corporate headquarters,-105.0033096,39.754255
FBHS,Fortune Brands Home & Security Inc,0.02807,Consumer Cyclical,Fortune Brands Home & Security corporate headquarters,-87.84267129999999,42.1560008
COUP,Coupa Software Inc,0.02807,Technology,Coupa Software corporate headquarters,-122.2994917,37.5533251
BFAM,Bright Horizons Family Solutions Inc,0.02801,Consumer Cyclical,Bright Horizons Family Solutions corporate headquarters,-71.16366409999999,42.3622388
BKI,Black Knight Inc A,0.0279,Technology,Black Knight corporate headquarters,-81.5317005,30.1387064
STOR,STORE Capital Corp,0.02789,Real Estate,STORE Capital corporate headquarters,-111.9020493,33.6409503
JNPR,Juniper Networks Inc,0.02788,Technology,Juniper Networks corporate headquarters,-122.0292407,37.4075923
IPG,The Interpublic Group of Companies Inc,0.02777,Communication Services,The Interpublic Group of Companies corporate headquarters,-73.96849999999999,40.7584749
CGNX,Cognex Corp,0.0277,Technology,Cognex corporate headquarters,-71.3557809,42.3022641
WEX,WEX Inc,0.02768,Technology,WEX corporate headquarters,-70.2472189,43.6603544
FFIV,F5 Networks Inc,0.02766,Technology,F5 Networks corporate headquarters,-73.97159500000001,40.758062
OGE,OGE Energy Corp,0.02757,Utilities,OGE Energy corporate headquarters,-97.49227069999999,35.2561144
CY,Cypress Semiconductor Corp,0.02755,Technology,Cypress Semiconductor corporate headquarters,-121.9514987,37.4109211
ZION,Zions Bancorp NA,0.02755,Financial Services,Zions Bancorp NA corporate headquarters,-111.890529,40.76908299999999
OLED,Universal Display Corp,0.02745,Technology,Universal Display corporate headquarters,-74.7959681,40.2843133
DELL,Dell Technologies Inc Class C,0.0274,Technology,Dell Technologies corporate headquarters,-97.6704209,30.4883856
ALK,Alaska Air Group Inc,0.02738,Industrials,Alaska Air Group corporate headquarters,-122.2941643,47.4289077
USFD,US Foods Holding Corp,0.02736,Consumer Defensive,US Foods Holding corporate headquarters,-87.8577719,41.988686
ATUS,Altice USA Inc Class A,0.02726,Communication Services,Altice USA corporate headquarters,-73.4950775,40.7614209
LYV,Live Nation Entertainment Inc,0.02707,Communication Services,Live Nation Entertainment corporate headquarters,-118.398556,34.074216
DISH,DISH Network Corp Class A,0.02706,Communication Services,DISH Network corporate headquarters,-105.0228053,39.6120693
JLL,Jones Lang LaSalle Inc,0.02694,Real Estate,Jones Lang LaSalle corporate headquarters,-118.4131118,34.058968
MHK,Mohawk Industries Inc,0.02681,Consumer Cyclical,Mohawk Industries corporate headquarters,-84.93782499999999,34.4723374
KRC,Kilroy Realty Corp,0.02664,Real Estate,Kilroy Realty corporate headquarters,-122.3977006,37.7891992
ST,Sensata Technologies Holding PLC,0.02656,Technology,Sensata Technologies Holding corporate headquarters,NA,NA
SEIC,SEI Investments Co,0.02656,Financial Services,SEI Investmentcorporate headquarters,-75.4476826,40.1416336
TTC,The Toro Co,0.02653,Industrials,The Torcorporate headquarters,-77.5043707,38.7275708
AIZ,Assurant Inc,0.02645,Financial Services,Assurant corporate headquarters,-84.46352,33.8994049
ZEN,Zendesk Inc,0.02633,Technology,Zendesk corporate headquarters,-122.4106587,37.7817488
AZPN,Aspen Technology Inc,0.02615,Technology,Aspen Technology corporate headquarters,-71.24532440000002,42.5077315
VIAB,Viacom Inc B,0.02614,Communication Services,Viacom B corporate headquarters,-73.9861885,40.7579353
AIV,Apartment Investment & Management Co,0.02612,Real Estate,Apartment Investment & Managemencorporate headquarters,-87.6661161,41.9156725
HUBB,Hubbell Inc,0.02597,Industrials,Hubbell corporate headquarters,-73.0808096,41.296005
TECH,Bio-Techne Corp,0.02591,Healthcare,Bio-Techne corporate headquarters,-71.6300011,42.5301246
HFC,HollyFrontier Corp,0.02589,Energy,HollyFrontier corporate headquarters,-96.8081869,32.794481
POOL,Pool Corp,0.02577,Consumer Cyclical,Pool corporate headquarters,-90.0875365,30.4417459
VOYA,Voya Financial Inc,0.0257,Financial Services,Voya Financial corporate headquarters,-72.68177829999999,41.8795029
RNR,RenaissanceRe Holdings Ltd,0.02567,Financial Services,RenaissanceRe Holdings corporate headquarters,-74.01001149999999,40.7086026
CPB,Campbell Soup Co,0.02547,Consumer Defensive,Campbell Soucorporate headquarters,-75.1080212,39.9390315
MOH,Molina Healthcare Inc,0.02531,Healthcare,Molina Healthcare corporate headquarters,-118.2004857,33.7669433
GGG,Graco Inc,0.02521,Industrials,Graco corporate headquarters,-93.27227669999999,44.9969221
AFG,American Financial Group Inc,0.0251,Financial Services,American Financial Group corporate headquarters,-84.50698609999999,39.0998489
BEN,Franklin Resources Inc,0.02505,Financial Services,Franklin Resources corporate headquarters,-122.2935447,37.54224870000001
SCI,Service Corp International,0.02496,Consumer Cyclical,Service International corporate headquarters,-95.3869663,29.7606876
PTC,PTC Inc,0.02471,Technology,PTC corporate headquarters,-79.5462455,40.3032914
ZAYO,Zayo Group Holdings Inc,0.02471,Technology,Zayo Group Holdings corporate headquarters,-95.8385661,36.0988482
BIO,Bio-Rad Laboratories Inc,0.0247,Healthcare,Bio-Rad Laboratories corporate headquarters,-75.1736411,39.9532653
BG,Bunge Ltd,0.02464,Consumer Defensive,Bunge corporate headquarters,-90.530878,38.6487532
JAZZ,Jazz Pharmaceuticals PLC,0.02462,Healthcare,Jazz Pharmaceuticals corporate headquarters,-75.1747192,39.9539477
RGLD,Royal Gold Inc,0.0246,Basic Materials,Royal Gold corporate headquarters,-105.000141,39.752116
XPO,XPO Logistics Inc,0.02458,Industrials,XPO Logistics corporate headquarters,-79.9581554,36.0529319
EEFT,Euronet Worldwide Inc,0.02448,Technology,Euronet Worldwide corporate headquarters,-94.6269506,38.9283669
IONS,Ionis Pharmaceuticals Inc,0.02442,Healthcare,Ionis Pharmaceuticals corporate headquarters,-117.252371,33.14182
TPR,Tapestry Inc,0.02438,Consumer Cyclical,Tapestry corporate headquarters,-74.00115009999999,40.7526762
LEA,Lear Corp,0.02427,Consumer Cyclical,Lear corporate headquarters,-83.27641799999999,42.451043
CZR,Caesars Entertainment Corp,0.02426,Consumer Cyclical,Caesars Entertainment corporate headquarters,-115.1752403,36.1165658
PVH,PVH Corp,0.02424,Consumer Cyclical,PVH corporate headquarters,-74.5729218,40.5806952
RS,Reliance Steel & Aluminum Co,0.02421,Basic Materials,Reliance Steel & Aluminucorporate headquarters,-118.2264841,34.0131021
HEI.A,Heico Corp Class A,0.02421,Industrials,Heico corporate headquarters,-80.168871,26.025305
NWL,Newell Brands Inc,0.02404,Consumer Defensive,Newell Brands corporate headquarters,-84.35300149999999,33.9370911
COG,Cabot Oil & Gas Corp Class A,0.0239,Energy,Cabot Oil & Gas corporate headquarters,-95.5427867,29.7780314
FLIR,FLIR Systems Inc,0.02387,Technology,FLIR Systems corporate headquarters,-122.7646278,45.31977879999999
PNR,Pentair PLC,0.02387,Industrials,Pentair corporate headquarters,-93.35029399999999,44.971327
CTLT,Catalent Inc,0.0238,Healthcare,Catalent corporate headquarters,-74.5475443,40.5278363
NVCR,NovoCure Ltd,0.02372,Healthcare,NovoCure corporate headquarters,-70.7851587,43.090681
NLSN,Nielsen Holdings PLC,0.02369,Industrials,Nielsen Holdings corporate headquarters,-82.6560241,28.0553187
SAGE,Sage Therapeutics Inc,0.02367,Healthcare,Sage Therapeutics corporate headquarters,-71.07857539999999,42.3642347
GNTX,Gentex Corp,0.02366,Consumer Cyclical,Gentex corporate headquarters,-86.0124579,42.8229727
LPLA,LPL Financial Holdings Inc,0.02355,Financial Services,LPL Financial Holdings corporate headquarters,-71.0549882,42.3585849
DEI,Douglas Emmett Inc,0.02353,Real Estate,Douglas Emmett corporate headquarters,-118.4994273,34.0162059
LSXMK,Liberty SiriusXM Group C,0.02345,Communication Services,Liberty SiriusXM Group C corporate headquarters,NA,NA
PBCT,People's United Financial Inc,0.02341,Financial Services,People's United Financial corporate headquarters,-73.1807764,41.186416
GLIBA,GCI Liberty Inc A,0.02327,Communication Services,GCI Liberty corporate headquarters,NA,NA
XRX,Xerox Holdings Corp,0.02326,Technology,Xerox Holdings corporate headquarters,-73.4081575,41.11774399999999
LAMR,Lamar Advertising Co Class A,0.02314,Real Estate,Lamar Advertisincorporate headquarters,-91.1347712,30.4255193
CONE,CyrusOne Inc,0.02308,Real Estate,CyrusOne corporate headquarters,-96.8055619,32.7935556
HRC,Hill-Rom Holdings Inc,0.02299,Healthcare,Hill-Rom Holdings corporate headquarters,-85.21255,39.29694
G,Genpact Ltd,0.02283,Technology,Genpact corporate headquarters,-96.6601007,32.9940364
MASI,Masimo Corp,0.0228,Healthcare,Masimo corporate headquarters,-117.756673,33.662619
DCI,Donaldson Co Inc,0.02271,Industrials,Donaldsocorporate headquarters,-93.29918889999999,44.8355091
ALB,Albemarle Corp,0.02266,Basic Materials,Albemarle corporate headquarters,-80.8380384,35.1555092
OC,Owens-Corning Inc,0.0226,Industrials,Owens-Corning corporate headquarters,-83.5342454,41.64616789999999
IVZ,Invesco Ltd,0.02249,Financial Services,Invesco corporate headquarters,-84.3881559,33.7979682
EHC,Encompass Health Corp,0.02247,Healthcare,Encompass Health corporate headquarters,-96.7716714,32.8477822
COLD,Americold Realty Trust,0.02239,Real Estate,Americold Realty Trust corporate headquarters,-84.37307,33.77088
ATR,AptarGroup Inc,0.02234,Consumer Cyclical,AptarGroup corporate headquarters,-88.30046689999999,42.2348464
SLG,SL Green Realty Corp,0.02233,Real Estate,SL Green Realty corporate headquarters,-73.983873,40.7570432
AOS,A.O. Smith Corp,0.0223,Industrials,A.O. Smith corporate headquarters,-88.0516268,43.1514819
HXL,Hexcel Corp,0.02223,Industrials,Hexcel corporate headquarters,-73.53406679999999,41.0519832
MOS,The Mosaic Co,0.02219,Basic Materials,The Mosaicorporate headquarters,NA,NA
MPWR,Monolithic Power Systems Inc,0.02219,Technology,Monolithic Power Systems corporate headquarters,-121.7789162,37.2352585
FAF,First American Financial Corp,0.02215,Financial Services,First American Financial corporate headquarters,-117.860141,33.702007
HDS,HD Supply Holdings Inc,0.02215,Industrials,HD Supply Holdings corporate headquarters,-84.4538673,33.8784793
CRL,Charles River Laboratories International Inc,0.02208,Healthcare,Charles River Laboratories International corporate headquarters,-71.16044769999999,42.5943689
LEG,Leggett & Platt Inc,0.02206,Consumer Cyclical,Leggett & Platt corporate headquarters,-123.7148275,39.8654841
SRPT,Sarepta Therapeutics Inc,0.02206,Healthcare,Sarepta Therapeutics corporate headquarters,-71.0785818,42.3644725
WBC,WABCO Holdings Inc,0.02196,Consumer Cyclical,WABCO Holdings corporate headquarters,-83.1924435,42.6390255
POST,Post Holdings Inc,0.02191,Consumer Defensive,Post Holdings corporate headquarters,-90.33496799999999,38.6165266
AMH,American Homes 4 Rent Class A,0.02167,Real Estate,American Homes 4 Rent corporate headquarters,-115.1589224,36.0709141
SBNY,Signature Bank,0.02164,Financial Services,Signature Bank corporate headquarters,-73.9784469,40.7560544
ACM,AECOM,0.02158,Industrials,AECOM corporate headquarters,-118.4165669,34.058739
STWD,Starwood Property Trust Inc,0.02148,Real Estate,Starwood Property Trust corporate headquarters,-73.647572,41.01797699999999
ENTG,Entegris Inc,0.02148,Technology,Entegris corporate headquarters,-71.2846074,42.548196
RHI,Robert Half International Inc,0.02141,Industrials,Robert Half International corporate headquarters,-122.2150952,37.4219278
BRX,Brixmor Property Group Inc,0.02134,Real Estate,Brixmor Property Group corporate headquarters,-73.974908,40.753271
STLD,Steel Dynamics Inc,0.02128,Basic Materials,Steel Dynamics corporate headquarters,-85.23747110000001,41.0410904
CABO,Cable One Inc,0.02118,Communication Services,Cable One corporate headquarters,-112.0700941,33.4841603
PRAH,PRA Health Sciences Inc,0.02115,Healthcare,PRA Health Sciences corporate headquarters,-78.6883361,35.8352738
MIDD,The Middleby Corp,0.02111,Industrials,The Middleby corporate headquarters,-88.24798969999999,42.0641649
EWBC,East West Bancorp Inc,0.02108,Financial Services,East West Bancorp corporate headquarters,-118.141776,34.148186
CDK,CDK Global Inc,0.02102,Technology,CDK Global corporate headquarters,-84.4553655,39.1613593
ARW,Arrow Electronics Inc,0.02097,Technology,Arrow Electronics corporate headquarters,-104.8822406,39.5814958
TCF,TCF Financial Corp,0.02097,Financial Services,TCF Financial corporate headquarters,-93.5198461,44.9702833
CBSH,Commerce Bancshares Inc,0.02092,Financial Services,Commerce Bancshares corporate headquarters,-94.58228899999999,39.1027705
ACC,American Campus Communities Inc,0.02089,Real Estate,American Campus Communities corporate headquarters,-97.9392039,30.3086975
FIVE,Five Below Inc,0.02087,Consumer Cyclical,Five Below corporate headquarters,-75.1526227,39.95129370000001
ATH,Athene Holding Ltd Class A,0.0208,Financial Services,Athene Holding corporate headquarters,-93.81247619999999,41.5581325
PFPT,Proofpoint Inc,0.02079,Technology,Proofpoint corporate headquarters,-122.032065,37.400593
FLS,Flowserve Corp,0.02071,Industrials,Flowserve corporate headquarters,-96.9387883,32.8712859
CHE,Chemed Corp,0.0206,Healthcare,Chemed corporate headquarters,-84.50837159999999,39.1016183
ORI,Old Republic International Corp,0.02049,Financial Services,Old Republic International corporate headquarters,-87.6242104,41.8870736
NRZ,New Residential Investment Corp,0.02045,Real Estate,New Residential Investment corporate headquarters,-73.9790672,40.7629891
OSK,Oshkosh Corp,0.02043,Industrials,Oshkosh corporate headquarters,-88.54282740000001,43.98196129999999
PB,Prosperity Bancshares Inc,0.0204,Financial Services,Prosperity Bancshares corporate headquarters,-96.2789657,29.20696
CASY,Casey's General Stores Inc,0.02035,Consumer Defensive,Casey's General Stores corporate headquarters,-96.74879849999999,40.8143919
PRGO,Perrigo Co PLC,0.02004,Healthcare,Perrigcorporate headquarters,-85.8374704,42.5280548
GWR,Genesee & Wyoming Inc Class A,0.02,Industrials,Genesee & Wyoming corporate headquarters,-87.831271,42.362383
DNKN,Dunkin' Brands Group Inc,0.01998,Consumer Cyclical,Dunkin' Brands Group corporate headquarters,-71.1300265,42.2072266
WWD,Woodward Inc,0.01993,Industrials,Woodward corporate headquarters,-105.0618098,40.5540292
HTA,Healthcare Trust of America Inc,0.01986,Real Estate,Healthcare Trust of America corporate headquarters,-111.9241736,33.6359712
SABR,Sabre Corp,0.01974,Technology,Sabre corporate headquarters,-97.1608815,32.9826089
CW,Curtiss-Wright Corp,0.01973,Industrials,Curtiss-Wright corporate headquarters,-117.858208,33.917777
PWR,Quanta Services Inc,0.0197,Industrials,Quanta Services corporate headquarters,-95.4612324,29.73715069999999
HAE,Haemonetics Corp,0.01969,Healthcare,Haemonetics corporate headquarters,-87.8643275,41.9946028
KDP,Keurig Dr Pepper Inc,0.01966,Consumer Defensive,Keurig Dr Pepper corporate headquarters,-96.80605849999999,33.077788
UNM,Unum Group,0.01959,Financial Services,Unum Group corporate headquarters,-81.09202979999999,34.0255567
AXTA,Axalta Coating Systems Ltd,0.01949,Basic Materials,Axalta Coating Systems corporate headquarters,-75.1737114,39.9542893
SEE,Sealed Air Corp,0.01932,Consumer Cyclical,Sealed Air corporate headquarters,-80.9186785,35.1986147
CUBE,CubeSmart,0.01927,Real Estate,CubeSmart corporate headquarters,-75.52049699999999,40.042862
ITT,ITT Inc,0.01925,Industrials,ITT corporate headquarters,-73.7272481,41.0115544
WSO,Watsco Inc,0.01916,Industrials,Watsco corporate headquarters,-80.23679299999999,25.731232
PLNT,Planet Fitness Inc A,0.01909,Consumer Cyclical,Planet Fitness corporate headquarters,-70.86134799999999,42.94973
HOG,Harley-Davidson Inc,0.01904,Consumer Cyclical,Harley-Davidson corporate headquarters,-87.9599862,43.0460968
MKSI,MKS Instruments Inc,0.01899,Technology,MKS Instruments corporate headquarters,-71.21137929999999,42.688304
PII,Polaris Inc,0.01896,Consumer Cyclical,Polaris corporate headquarters,-93.40677559999999,45.0590371
CUZ,Cousins Properties Inc,0.01896,Real Estate,Cousins Properties corporate headquarters,-84.3684784,33.847296299999996
WSM,Williams-Sonoma Inc,0.01895,Consumer Cyclical,Williams-Sonoma corporate headquarters,-122.4246402,37.8059303
CACI,CACI International Inc Class A,0.0189,Technology,CACI International corporate headquarters,-77.1180226,38.8834307
CIEN,Ciena Corp,0.01889,Technology,Ciena corporate headquarters,-76.70056410000001,39.1920301
JBL,Jabil Inc,0.01881,Technology,Jabil corporate headquarters,-82.648327,27.8687431
JBLU,JetBlue Airways Corp,0.01875,Industrials,JetBlue Airways corporate headquarters,-73.938885,40.7505157
GNRC,Generac Holdings Inc,0.0187,Industrials,Generac Holdings corporate headquarters,-88.332379,42.961791
HUBS,HubSpot Inc,0.01861,Technology,HubSpot corporate headquarters,-71.0763161,42.37016819999999
BWXT,BWX Technologies Inc,0.01849,Industrials,BWX Technologies corporate headquarters,-79.1426429,37.4156335
SON,Sonoco Products Co,0.01848,Consumer Cyclical,Sonoco Productcorporate headquarters,-80.0666708,34.3814307
TDOC,Teladoc Health Inc,0.01844,Healthcare,Teladoc Health corporate headquarters,-96.974043,33.016153
SNV,Synovus Financial Corp,0.01843,Financial Services,Synovus Financial corporate headquarters,-84.995846,32.4673133
HZNP,Horizon Therapeutics PLC,0.01842,Healthcare,Horizon Therapeutics corporate headquarters,-87.8975415,42.2374592
MAN,ManpowerGroup Inc,0.0184,Industrials,ManpowerGroup corporate headquarters,-87.9129945,43.0492403
IAA,IAA Inc Ordinary Shares,0.01824,Industrials,IAA Ordinary Shares corporate headquarters,NA,NA
MDB,MongoDB Inc Class A,0.01823,Technology,MongoDB corporate headquarters,-73.9846163,40.7620853
MDU,MDU Resources Group Inc,0.01821,Basic Materials,MDU Resources Group corporate headquarters,-100.8126265,46.8358387
RL,Ralph Lauren Corp Class A,0.01815,Consumer Cyclical,Ralph Lauren corporate headquarters,-73.9713783,40.76308280000001
EPR,EPR Properties,0.01815,Real Estate,EPR Properties corporate headquarters,-94.581547,39.1028623
NATI,National Instruments Corp,0.01813,Technology,National Instruments corporate headquarters,-97.7267092,30.40785319999999
NYCB,New York Community Bancorp Inc,0.01812,Financial Services,New York Community Bancorp corporate headquarters,-73.5919196,40.7448881
PRI,Primerica Inc,0.0179,Financial Services,Primerica corporate headquarters,-84.09776,33.9858166
INGR,Ingredion Inc,0.01788,Consumer Defensive,Ingredion corporate headquarters,-87.9052856,41.8453955
PK,Park Hotels & Resorts Inc,0.0178,Real Estate,Park Hotels & Resorts corporate headquarters,-94.6566017,38.9286442
HBI,Hanesbrands Inc,0.01767,Consumer Cyclical,Hanesbrands corporate headquarters,-80.26391389999999,36.1889711
SRCL,Stericycle Inc,0.01763,Industrials,Stericycle corporate headquarters,-87.855057,42.195242
THG,The Hanover Insurance Group Inc,0.01758,Financial Services,The Hanover Insurance Group corporate headquarters,-95.91883650000001,36.0968656
EV,Eaton Vance Corp,0.01753,Financial Services,Eaton Vance corporate headquarters,-71.0518526,42.3564389
WH,Wyndham Hotels & Resorts Inc Ordinary Shares,0.01744,Consumer Cyclical,Wyndham Hotels & Resorts Ordinary Shares corporate headquarters,-95.85436930000002,36.1039367
FOX,Fox Corp Class B,0.01729,Communication Services,Fox corporate headquarters,-95.8651189,36.1028738
IDA,Idacorp Inc,0.01728,Utilities,Idacorp corporate headquarters,-113.8931401,45.1740569
