city,other_name,country,latitude,longitude,certainty,year,population
Moscow,NA,Russian Federation,55.75222,37.61556,1,1782,213000
Nizhniy Novgorod,"Nishny Novgorod, Gorkiy",Russian Federation,56.3269,44.0075,1,1782,9000
Novgorod,NA,Russian Federation,58.525569,31.274192,1,1782,11000
Orel,NA,Russian Federation,52.96508,36.0785,1,1782,17000
Pskov,NA,Russian Federation,57.8136,28.3496,1,1782,7000
Tula,NA,Russian Federation,54.107722,37.573261,1,1782,25000
Tver,Kalinin,Russian Federation,56.858722,35.917597,1,1782,16000
Valletta,Valetta,Malta,35.89972,14.51472,1,1782,28500
Voronezh,NA,Russian Federation,51.67204,39.1843,1,1782,13000
Braunschweig,Brunswick,Germany,52.268875,10.526769,1,1783,27063
Brussel,Brussels,Belgium,50.85045,4.34878,1,1783,74427
Yaroslavl,NA,Russian Federation,57.626072,39.884464,2,1783,18996
Astrakhan,"Atil, Itil",Russian Federation,46.366681,48.083239,1,1784,18023
Bakhchiserai,NA,Ukraine,44.755286,33.867233,1,1784,5776
Siena,NA,Italy,43.32004,11.33283,1,1784,16173
Tripoli,NA,Libya,32.876175,13.187508,1,1784,14000
Acre,NA,Israel,32.927778000000004,35.081667,2,1785,30000
Arequipa,NA,Peru,-16.39889,-71.535,1,1785,30000
Bergamo,NA,Italy,45.69798,9.66895,1,1785,20000
Brescia,NA,Italy,45.52478,10.22727,1,1785,25000
Cuzco,NA,Peru,-13.525,-71.972222,1,1785,26000
Damascus,NA,Syria,33.5102,36.29128,1,1785,80000
Nanjing,Nanking,China,32.05,118.766667,1,1785,50000
Padua,NA,Italy,45.406436,11.876761,1,1785,41753
Verona,NA,Italy,45.43419,10.99779,1,1785,52978
Amarapura,NA,Myanmar,21.892983,96.05,1,1786,180000
Barcelona,NA,Spain,41.38879,2.15899,1,1786,111410
Gent,Ghent,Belgium,51.053469,3.730378,1,1786,26337
Kherson,Cherson,Ukraine,46.635417,32.616867,1,1786,10000
Ypres,Leper,Belgium,50.849997,2.883339,1,1786,11860
Amiens,NA,France,49.892,2.299,1,1787,34000
Angers,NA,France,47.46667,-0.55,1,1787,24000
Arles,NA,France,43.6767,4.6278,1,1787,16281
Arras,NA,France,50.291,2.777533,1,1787,21492
Badajoz,NA,Spain,38.87789,-6.97061,1,1787,5000
Besancon,BesanÁon,France,47.248779999999996,6.01815,1,1787,23000
Beziers,BÈziers,France,43.34762,3.21899,1,1787,13149
Bourges,NA,France,47.08333,2.4,1,1787,20574
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892,17.107136,2,1787,28740
Burgos,NA,Spain,42.35,-3.7,1,1787,10000
Cadiz,NA,Spain,36.52978,-6.29465,1,1787,97000
Caen,NA,France,49.18585,-0.35912,1,1787,29000
